Id,SalePrice
1461,123603.9140625
1462,161607.1875
1463,183454.578125
1464,197407.484375
1465,200836.65625
1466,184196.3125
1467,164630.71875
1468,172288.6875
1469,188870.71875
1470,112321.265625
1471,196115.921875
1472,101890.6015625
1473,89928.46875
1474,150637.515625
1475,131799.078125
1476,454752.90625
1477,309680.71875
1478,314578.5
1479,291593.4375
1480,464248.0
1481,322644.5625
1482,227801.0
1483,174731.484375
1484,169484.0
1485,184903.140625
1486,196123.859375
1487,357819.9375
1488,250881.625
1489,220789.140625
1490,203086.109375
1491,194380.8125
1492,97674.6796875
1493,202059.890625
1494,294031.6875
1495,273158.875
1496,205053.390625
1497,165897.921875
1498,150901.109375
1499,150901.109375
1500,139762.046875
1501,156517.1875
1502,144338.59375
1503,360577.125
1504,233358.4375
1505,212094.71875
1506,166735.984375
1507,237981.1875
1508,185985.4375
1509,155215.109375
1510,131689.296875
1511,125625.484375
1512,162168.59375
1513,150901.875
1514,167336.0
1515,215320.078125
1516,167773.71875
1517,164183.890625
1518,129271.03125
1519,203274.90625
1520,121385.5078125
1521,125098.5625
1522,180539.90625
1523,109743.1171875
1524,129263.2265625
1525,122766.40625
1526,125247.59375
1527,106019.09375
1528,141983.5625
1529,133074.546875
1530,169329.0
1531,126303.3203125
1532,112999.9609375
1533,134005.03125
1534,129166.671875
1535,163186.84375
1536,113546.09375
1537,73440.046875
1538,177903.15625
1539,207511.890625
1540,99723.9921875
1541,143669.984375
1542,131625.640625
1543,217151.9375
1544,85337.3828125
1545,105187.0234375
1546,136778.703125
1547,139870.140625
1548,139291.703125
1549,103034.578125
1550,126414.2578125
1551,118517.3515625
1552,162569.1875
1553,176116.640625
1554,110381.0859375
1555,182776.0625
1556,80392.546875
1557,95472.3125
1558,82294.78125
1559,84556.5546875
1560,123625.5703125
1561,117501.6015625
1562,133004.5
1563,118054.8671875
1564,143434.09375
1565,151016.453125
1566,228882.671875
1567,71439.8359375
1568,207003.984375
1569,130397.390625
1570,148725.359375
1571,132479.484375
1572,142977.359375
1573,296835.8125
1574,114684.7890625
1575,216723.8125
1576,206228.390625
1577,217573.84375
1578,148366.328125
1579,141270.046875
1580,198475.6875
1581,160596.125
1582,119966.40625
1583,308729.125
1584,237234.140625
1585,137524.890625
1586,76670.328125
1587,117928.109375
1588,138255.375
1589,111604.421875
1590,139412.046875
1591,103246.15625
1592,132786.0625
1593,129706.0625
1594,183377.5
1595,114339.71875
1596,210817.703125
1597,175217.078125
1598,210576.453125
1599,196488.3125
1600,198545.875
1601,62937.9296875
1602,121884.734375
1603,94536.078125
1604,261484.9375
1605,228014.953125
1606,152860.890625
1607,164797.640625
1608,213144.6875
1609,216539.65625
1610,161935.671875
1611,147637.84375
1612,167351.203125
1613,169259.859375
1614,122360.71875
1615,101803.078125
1616,73482.2890625
1617,92409.6640625
1618,126279.1796875
1619,141959.390625
1620,172852.265625
1621,133130.6875
1622,141331.640625
1623,283863.625
1624,198296.609375
1625,129768.5078125
1626,160816.453125
1627,188870.96875
1628,263291.28125
1629,198986.6875
1630,363568.34375
1631,233919.640625
1632,267481.25
1633,180677.75
1634,181873.078125
1635,169710.171875
1636,164338.953125
1637,201266.40625
1638,228817.546875
1639,187195.828125
1640,279337.65625
1641,182040.46875
1642,206760.890625
1643,224990.375
1644,221490.046875
1645,210583.546875
1646,149490.75
1647,165585.109375
1648,127431.90625
1649,135545.484375
1650,120487.421875
1651,126559.375
1652,97752.5625
1653,104218.0
1654,145501.234375
1655,142379.875
1656,138673.578125
1657,145501.234375
1658,138481.5625
1659,131799.078125
1660,148984.109375
1661,456129.59375
1662,429228.75
1663,396683.375
1664,468328.28125
1665,342599.4375
1666,288673.75
1667,334705.75
1668,332434.03125
1669,289819.5
1670,332705.71875
1671,255446.515625
1672,426091.21875
1673,305969.53125
1674,263602.875
1675,182751.875
1676,185097.6875
1677,213511.15625
1678,432052.4375
1679,330114.21875
1680,355778.65625
1681,286981.09375
1682,293507.3125
1683,174668.734375
1684,186321.421875
1685,178204.453125
1686,170313.609375
1687,177854.65625
1688,195232.03125
1689,200100.09375
1690,185707.09375
1691,175998.875
1692,263628.1875
1693,174837.796875
1694,177181.015625
1695,181366.171875
1696,270268.21875
1697,194567.109375
1698,358647.34375
1699,326223.53125
1700,238273.453125
1701,272387.15625
1702,284476.15625
1703,273187.96875
1704,279547.625
1705,250156.140625
1706,438172.59375
1707,218380.015625
1708,215754.84375
1709,304650.0
1710,245540.5625
1711,229953.703125
1712,292248.0
1713,233585.03125
1714,212342.75
1715,189237.0
1716,210114.578125
1717,175092.6875
1718,160442.359375
1719,204279.109375
1720,238421.75
1721,194446.4375
1722,152871.890625
1723,153321.484375
1724,228465.25
1725,237937.078125
1726,182077.125
1727,159586.03125
1728,189301.96875
1729,157301.484375
1730,175615.96875
1731,116086.4921875
1732,123449.609375
1733,111824.125
1734,126768.1796875
1735,127820.8828125
1736,119928.53125
1737,334031.9375
1738,217662.984375
1739,291876.28125
1740,238620.015625
1741,196759.203125
1742,156517.1875
1743,166476.453125
1744,301055.125
1745,231313.796875
1746,272462.78125
1747,228703.4375
1748,252375.125
1749,143290.765625
1750,132539.875
1751,257530.1875
1752,119966.40625
1753,154141.84375
1754,211270.8125
1755,156259.0
1756,126596.1328125
1757,122839.875
1758,128163.828125
1759,182415.765625
1760,157010.171875
1761,140673.34375
1762,188675.40625
1763,170415.578125
1764,117756.5390625
1765,163423.34375
1766,170912.921875
1767,245111.75
1768,135934.890625
1769,190662.703125
1770,144665.6875
1771,120744.125
1772,134312.765625
1773,137239.609375
1774,120345.1171875
1775,136307.765625
1776,134161.875
1777,99872.8828125
1778,127033.625
1779,127095.609375
1780,173569.734375
1781,121973.9296875
1782,93368.8671875
1783,130845.203125
1784,99631.7265625
1785,114024.3984375
1786,151631.640625
1787,167804.5625
1788,58799.43359375
1789,97675.5
1790,63631.1640625
1791,173206.25
1792,163239.4375
1793,125868.0859375
1794,137142.703125
1795,133956.53125
1796,142177.8125
1797,120542.6953125
1798,121129.8984375
1799,110417.671875
1800,122932.75
1801,137469.203125
1802,152343.328125
1803,149739.0625
1804,130810.390625
1805,138803.84375
1806,123843.5859375
1807,130771.640625
1808,131252.234375
1809,127103.65625
1810,143686.140625
1811,107098.8359375
1812,108046.21875
1813,118803.6484375
1814,91055.296875
1815,49239.76171875
1816,103515.6171875
1817,96402.15625
1818,152983.296875
1819,121285.078125
1820,59926.25390625
1821,110603.6953125
1822,137173.625
1823,55284.2421875
1824,155465.40625
1825,147192.125
1826,96216.9921875
1827,105592.9140625
1828,148490.28125
1829,103255.171875
1830,133731.15625
1831,198462.578125
1832,104764.046875
1833,155035.609375
1834,125433.0
1835,141236.890625
1836,131527.265625
1837,98564.1796875
1838,129812.3671875
1839,87903.6796875
1840,150770.171875
1841,123797.5625
1842,81841.9375
1843,143790.84375
1844,135268.78125
1845,157044.25
1846,151072.4375
1847,188872.234375
1848,56637.3984375
1849,137614.5
1850,119049.6015625
1851,160358.984375
1852,136246.640625
1853,122903.3828125
1854,181397.65625
1855,159066.828125
1856,215231.9375
1857,179184.703125
1858,143716.328125
1859,134599.84375
1860,135409.453125
1861,133272.0625
1862,299567.03125
1863,298252.09375
1864,298252.09375
1865,329011.03125
1866,338981.8125
1867,265181.625
1868,299580.65625
1869,201594.140625
1870,245895.046875
1871,246462.1875
1872,172400.859375
1873,209736.703125
1874,155643.421875
1875,205327.609375
1876,181780.03125
1877,194806.625
1878,216659.6875
1879,126123.328125
1880,128279.734375
1881,213916.140625
1882,277608.125
1883,191149.125
1884,211178.484375
1885,251837.703125
1886,282344.0
1887,196211.703125
1888,273580.84375
1889,164111.21875
1890,127504.0546875
1891,140770.84375
1892,100663.375
1893,123190.203125
1894,132926.046875
1895,155618.171875
1896,131089.421875
1897,106097.859375
1898,121705.671875
1899,142438.3125
1900,156805.171875
1901,167466.671875
1902,123548.2890625
1903,198969.234375
1904,131313.0625
1905,189787.046875
1906,167678.78125
1907,205894.6875
1908,118343.3828125
1909,128786.7734375
1910,122906.7734375
1911,204138.140625
1912,330155.40625
1913,136523.890625
1914,79139.5390625
1915,307908.0
1916,73036.3203125
1917,272291.4375
1918,146453.25
1919,172891.453125
1920,166927.21875
1921,401743.0625
1922,309264.21875
1923,216113.4375
1924,215083.875
1925,223783.5
1926,394744.25
1927,143045.96875
1928,158004.0
1929,122915.828125
1930,157318.84375
1931,143718.453125
1932,133546.546875
1933,164393.078125
1934,181353.796875
1935,169481.046875
1936,176965.765625
1937,199034.578125
1938,169619.4375
1939,260892.296875
1940,201528.734375
1941,180320.65625
1942,178869.703125
1943,210100.71875
1944,312548.15625
1945,342369.9375
1946,149433.78125
1947,322146.5625
1948,197633.046875
1949,228145.21875
1950,175763.78125
1951,253521.109375
1952,214251.015625
1953,160337.984375
1954,209820.21875
1955,125931.6328125
1956,291312.9375
1957,163186.203125
1958,314268.0625
1959,133642.859375
1960,119735.515625
1961,113777.1796875
1962,97612.90625
1963,106472.671875
1964,102066.265625
1965,138491.046875
1966,144163.390625
1967,262242.90625
1968,373745.84375
1969,394280.625
1970,447006.75
1971,454543.59375
1972,370133.4375
1973,270907.65625
1974,298101.34375
1975,487443.5
1976,249629.03125
1977,339990.28125
1978,379709.78125
1979,347150.84375
1980,204972.640625
1981,316969.5625
1982,224910.40625
1983,224494.546875
1984,172375.0625
1985,198166.171875
1986,205935.1875
1987,179711.5625
1988,178558.390625
1989,196847.5625
1990,221228.5625
1991,227403.3125
1992,208237.84375
1993,178752.421875
1994,262617.78125
1995,199118.625
1996,268593.75
1997,347529.03125
1998,314888.71875
1999,247810.484375
2000,305657.4375
2001,241407.96875
2002,223260.96875
2003,245073.703125
2004,250917.296875
2005,241221.15625
2006,238756.53125
2007,264752.6875
2008,209883.703125
2009,177471.046875
2010,207920.890625
2011,171295.0
2012,189456.578125
2013,174616.421875
2014,174686.53125
2015,203146.5625
2016,174393.453125
2017,194551.78125
2018,124611.734375
2019,132134.015625
2020,113361.3125
2021,105451.046875
2022,181297.484375
2023,134836.0625
2024,297921.34375
2025,410711.4375
2026,173571.765625
2027,138418.5625
2028,157623.25
2029,160131.265625
2030,291203.6875
2031,257245.25
2032,264016.40625
2033,278235.3125
2034,154224.171875
2035,201424.03125
2036,191225.953125
2037,191225.953125
2038,363037.65625
2039,224710.0625
2040,382758.8125
2041,272611.5
2042,203063.015625
2043,166923.890625
2044,178722.765625
2045,215106.15625
2046,140585.1875
2047,134644.734375
2048,133614.0
2049,137468.25
2050,182569.25
2051,123362.4609375
2052,129706.9140625
2053,146908.171875
2054,79442.953125
2055,155211.328125
2056,150713.390625
2057,109270.328125
2058,224129.578125
2059,126122.7734375
2060,170410.578125
2061,178816.484375
2062,119036.15625
2063,111695.34375
2064,126359.0546875
2065,121475.1875
2066,187684.71875
2067,151651.390625
2068,140605.625
2069,104504.21875
2070,115412.53125
2071,92509.234375
2072,130066.859375
2073,138836.375
2074,190964.28125
2075,154504.109375
2076,123408.1953125
2077,137350.078125
2078,116685.453125
2079,125594.4609375
2080,127197.5234375
2081,121541.4140625
2082,120309.7578125
2083,141310.09375
2084,116840.8359375
2085,120780.1171875
2086,177677.90625
2087,127617.25
2088,97843.1015625
2089,62434.91796875
2090,133267.40625
2091,115107.875
2092,134693.4375
2093,131812.234375
2094,138903.078125
2095,142544.953125
2096,95965.7890625
2097,89270.1015625
2098,136224.875
2099,64909.12890625
2100,129238.90625
2101,113573.7578125
2102,136135.078125
2103,110030.3203125
2104,137219.28125
2105,133205.609375
2106,68053.046875
2107,187993.140625
2108,124457.0703125
2109,121367.734375
2110,140673.40625
2111,170390.1875
2112,134458.8125
2113,112935.828125
2114,115939.0078125
2115,154572.8125
2116,123618.1875
2117,146588.75
2118,113731.34375
2119,113852.484375
2120,108550.359375
2121,96223.84375
2122,90123.4296875
2123,100352.28125
2124,176751.515625
2125,129089.0859375
2126,133170.265625
2127,165379.84375
2128,127040.3046875
2129,102459.9140625
2130,150635.625
2131,166961.328125
2132,115905.234375
2133,128169.359375
2134,130655.953125
2135,98600.8046875
2136,68623.8828125
2137,123743.6015625
2138,130755.296875
2139,153694.875
2140,138267.375
2141,153662.171875
2142,124183.0078125
2143,130220.0
2144,84496.1328125
2145,139436.34375
2146,176877.03125
2147,153023.875
2148,123841.6015625
2149,127490.7578125
2150,212441.34375
2151,117523.4921875
2152,188744.765625
2153,186857.921875
2154,118216.3515625
2155,143227.21875
2156,300416.65625
2157,212002.296875
2158,250399.65625
2159,228397.9375
2160,179588.59375
2161,259074.234375
2162,447804.0625
2163,348135.125
2164,242626.046875
2165,181708.515625
2166,161202.953125
2167,205716.796875
2168,187947.75
2169,195044.875
2170,214397.46875
2171,154011.9375
2172,141200.8125
2173,190833.859375
2174,235812.046875
2175,310236.96875
2176,281092.9375
2177,257282.125
2178,216969.15625
2179,138208.390625
2180,188468.765625
2181,195498.703125
2182,227897.515625
2183,198598.34375
2184,132967.140625
2185,129197.3984375
2186,143637.125
2187,151633.90625
2188,151670.65625
2189,296437.1875
2190,105757.8671875
2191,109987.8359375
2192,101105.03125
2193,115297.3125
2194,123981.8046875
2195,101030.796875
2196,118488.671875
2197,117373.1328125
2198,169666.9375
2199,174501.203125
2200,138036.609375
2201,133758.734375
2202,182735.0
2203,123910.125
2204,185062.640625
2205,89618.8203125
2206,140217.9375
2207,203743.796875
2208,249084.59375
2209,200894.5
2210,121320.3359375
2211,120287.1171875
2212,121896.5625
2213,114254.796875
2214,140760.09375
2215,114119.703125
2216,155434.3125
2217,102480.203125
2218,87787.8125
2219,91896.8359375
2220,75688.453125
2221,308591.5
2222,225980.921875
2223,269352.0
2224,213745.671875
2225,131478.296875
2226,174364.328125
2227,203497.875
2228,242215.515625
2229,234924.09375
2230,158397.609375
2231,215096.046875
2232,193421.421875
2233,165289.359375
2234,242383.609375
2235,194559.71875
2236,288169.09375
2237,312929.59375
2238,181289.65625
2239,160195.71875
2240,158008.90625
2241,143648.03125
2242,120977.46875
2243,138935.765625
2244,100299.6640625
2245,115008.9921875
2246,140867.515625
2247,120598.0234375
2248,127705.0078125
2249,119229.5390625
2250,131834.0
2251,135305.65625
2252,171462.828125
2253,165676.21875
2254,189535.140625
2255,187378.9375
2256,188495.671875
2257,228766.296875
2258,179777.390625
2259,190672.828125
2260,156831.125
2261,195186.640625
2262,213117.4375
2263,313657.09375
2264,507355.5
2265,168325.5
2266,292795.125
2267,388978.96875
2268,397150.03125
2269,145810.75
2270,189813.046875
2271,203579.109375
2272,206412.265625
2273,162839.109375
2274,170413.515625
2275,159629.578125
2276,178161.359375
2277,174820.359375
2278,152532.546875
2279,120392.3515625
2280,128138.9140625
2281,171316.578125
2282,179568.546875
2283,108667.703125
2284,115645.28125
2285,151340.625
2286,121737.0546875
2287,322979.375
2288,280239.71875
2289,350370.75
2290,435648.53125
2291,312918.46875
2292,433306.90625
2293,438947.71875
2294,457398.65625
2295,417502.09375
2296,310524.75
2297,294312.03125
2298,335810.84375
2299,368739.71875
2300,312685.1875
2301,246542.515625
2302,211177.5
2303,279404.46875
2304,229246.40625
2305,174423.515625
2306,174423.515625
2307,181510.734375
2308,251474.046875
2309,288885.53125
2310,224910.40625
2311,176051.796875
2312,183777.078125
2313,183591.6875
2314,189012.25
2315,179561.671875
2316,186762.59375
2317,176594.65625
2318,172380.0625
2319,184425.015625
2320,204420.359375
2321,230330.8125
2322,177880.375
2323,184754.640625
2324,177244.71875
2325,216871.875
2326,177895.171875
2327,220215.328125
2328,233925.5
2329,182402.75
2330,185596.953125
2331,351078.03125
2332,419645.4375
2333,314927.5625
2334,256319.75
2335,265070.4375
2336,304496.96875
2337,218315.953125
2338,262773.3125
2339,258107.953125
2340,391585.96875
2341,229564.515625
2342,239492.765625
2343,218292.015625
2344,245197.765625
2345,227931.46875
2346,224503.0625
2347,201742.59375
2348,227180.46875
2349,173826.828125
2350,248756.15625
2351,259017.78125
2352,273823.875
2353,252231.3125
2354,165559.65625
2355,187835.03125
2356,150968.921875
2357,204636.5625
2358,183858.734375
2359,147044.625
2360,118912.171875
2361,138787.328125
2362,285847.90625
2363,123129.015625
2364,175243.59375
2365,225559.859375
2366,195954.75
2367,243653.140625
2368,187189.21875
2369,248171.359375
2370,162952.09375
2371,159664.46875
2372,198514.359375
2373,276530.3125
2374,308358.125
2375,249445.5625
2376,261049.6875
2377,340964.1875
2378,147602.578125
2379,196366.078125
2380,141496.328125
2381,153016.328125
2382,213659.15625
2383,221023.03125
2384,245752.203125
2385,160014.84375
2386,132715.5
2387,132257.28125
2388,116195.0
2389,127013.140625
2390,147318.828125
2391,142675.984375
2392,124266.2265625
2393,164847.4375
2394,135618.890625
2395,211607.0625
2396,146990.484375
2397,203939.453125
2398,133999.875
2399,47826.55078125
